"Country Name","Country Code","Indicator Name","Indicator Code","NA","year","gdp","country_standardized"
"Aruba","ABW","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2004",2254830726.25698,"Aruba"
"Aruba","ABW","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2005",2360017318.43575,"Aruba"
"Aruba","ABW","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2006",2469782681.56425,"Aruba"
"Aruba","ABW","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2007",2677641340.78212,"Aruba"
"Aruba","ABW","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2008",2843024581.00559,"Aruba"
"Aruba","ABW","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2009",2553793296.08939,"Aruba"
"Aruba","ABW","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2010",2453597206.70391,"Aruba"
"Aruba","ABW","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2011",2637859217.87709,"Aruba"
"Aruba","ABW","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2012",2615208379.88827,"Aruba"
"Aruba","ABW","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2013",2727849720.67039,"Aruba"
"Aruba","ABW","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2014",2790849720.67039,"Aruba"
"Aruba","ABW","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2015",2962907262.56983,"Aruba"
"Aruba","ABW","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2016",2983635195.53073,"Aruba"
"Aruba","ABW","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2017",3092429050.27933,"Aruba"
"Aruba","ABW","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2018",3276184357.5419,"Aruba"
"Aruba","ABW","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2019",3395798882.68156,"Aruba"
"Aruba","ABW","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2020",2481857122.8401,"Aruba"
"Aruba","ABW","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2021",2929446578.25104,"Aruba"
"Aruba","ABW","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2022",3279343543.60416,"Aruba"
"Aruba","ABW","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2023",3648573136.15155,"Aruba"
"Aruba","ABW","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2024",NA,"Aruba"
"Afghanistan","AFG","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1960",NA,"Afghanistan"
"Afghanistan","AFG","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1961",NA,"Afghanistan"
"Afghanistan","AFG","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1962",NA,"Afghanistan"
"Afghanistan","AFG","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1963",NA,"Afghanistan"
"Afghanistan","AFG","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1964",NA,"Afghanistan"
"Afghanistan","AFG","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1965",NA,"Afghanistan"
"Afghanistan","AFG","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1966",NA,"Afghanistan"
"Afghanistan","AFG","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1967",NA,"Afghanistan"
"Afghanistan","AFG","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1968",NA,"Afghanistan"
"Afghanistan","AFG","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1969",NA,"Afghanistan"
"Afghanistan","AFG","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1970",NA,"Afghanistan"
"Afghanistan","AFG","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1971",NA,"Afghanistan"
"Afghanistan","AFG","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1972",NA,"Afghanistan"
"Afghanistan","AFG","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1973",NA,"Afghanistan"
"Afghanistan","AFG","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1974",NA,"Afghanistan"
"Afghanistan","AFG","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1975",NA,"Afghanistan"
"Afghanistan","AFG","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1976",NA,"Afghanistan"
"Afghanistan","AFG","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1977",NA,"Afghanistan"
"Afghanistan","AFG","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1978",NA,"Afghanistan"
"Afghanistan","AFG","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1979",NA,"Afghanistan"
"Afghanistan","AFG","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1980",NA,"Afghanistan"
"Afghanistan","AFG","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1981",NA,"Afghanistan"
"Afghanistan","AFG","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1982",NA,"Afghanistan"
"Afghanistan","AFG","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1983",NA,"Afghanistan"
"Afghanistan","AFG","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1984",NA,"Afghanistan"
"Afghanistan","AFG","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1985",NA,"Afghanistan"
"Afghanistan","AFG","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1986",NA,"Afghanistan"
"Afghanistan","AFG","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1987",NA,"Afghanistan"
"Afghanistan","AFG","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1988",NA,"Afghanistan"
"Afghanistan","AFG","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1989",NA,"Afghanistan"
"Afghanistan","AFG","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1990",NA,"Afghanistan"
"Afghanistan","AFG","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1991",NA,"Afghanistan"
"Afghanistan","AFG","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1992",NA,"Afghanistan"
"Afghanistan","AFG","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1993",NA,"Afghanistan"
"Afghanistan","AFG","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1994",NA,"Afghanistan"
"Afghanistan","AFG","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1995",NA,"Afghanistan"
"Afghanistan","AFG","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1996",NA,"Afghanistan"
"Afghanistan","AFG","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1997",NA,"Afghanistan"
"Afghanistan","AFG","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1998",NA,"Afghanistan"
"Afghanistan","AFG","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1999",NA,"Afghanistan"
"Afghanistan","AFG","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2000",3521418059.92345,"Afghanistan"
"Afghanistan","AFG","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2001",2813571753.87253,"Afghanistan"
"Afghanistan","AFG","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2002",3825701438.99963,"Afghanistan"
"Afghanistan","AFG","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2003",4520946818.54581,"Afghanistan"
"Afghanistan","AFG","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2004",5224896718.67782,"Afghanistan"
"Afghanistan","AFG","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2005",6203256538.70967,"Afghanistan"
"Afghanistan","AFG","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2006",6971758282.29351,"Afghanistan"
"Afghanistan","AFG","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2007",9747886187.39393,"Afghanistan"
"Afghanistan","AFG","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2008",10109297047.5432,"Afghanistan"
"Afghanistan","AFG","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2009",12416152732.0567,"Afghanistan"
"Afghanistan","AFG","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2010",15856668555.8336,"Afghanistan"
"Afghanistan","AFG","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2011",17805098206.3141,"Afghanistan"
"Afghanistan","AFG","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2012",19907329777.5872,"Afghanistan"
"Afghanistan","AFG","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2013",20146416757.5987,"Afghanistan"
"Afghanistan","AFG","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2014",20497128555.6972,"Afghanistan"
"Afghanistan","AFG","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2015",19134221644.7325,"Afghanistan"
"Afghanistan","AFG","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2016",18116572395.0772,"Afghanistan"
"Afghanistan","AFG","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2017",18753456497.8159,"Afghanistan"
"Afghanistan","AFG","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2018",18053222687.4126,"Afghanistan"
"Afghanistan","AFG","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2019",18799444490.1128,"Afghanistan"
"Afghanistan","AFG","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2020",19955929052.1496,"Afghanistan"
"Afghanistan","AFG","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2021",14259995441.0759,"Afghanistan"
"Afghanistan","AFG","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2022",14497243872.1337,"Afghanistan"
"Afghanistan","AFG","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2023",17152234636.8715,"Afghanistan"
"Afghanistan","AFG","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2024",NA,"Afghanistan"
"Angola","AGO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1960",NA,"Angola"
"Angola","AGO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1961",NA,"Angola"
"Angola","AGO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1962",NA,"Angola"
"Angola","AGO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1963",NA,"Angola"
"Angola","AGO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1964",NA,"Angola"
"Angola","AGO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1965",NA,"Angola"
"Angola","AGO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1966",NA,"Angola"
"Angola","AGO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1967",NA,"Angola"
"Angola","AGO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1968",NA,"Angola"
"Angola","AGO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1969",NA,"Angola"
"Angola","AGO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1970",NA,"Angola"
"Angola","AGO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1971",NA,"Angola"
"Angola","AGO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1972",NA,"Angola"
"Angola","AGO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1973",NA,"Angola"
"Angola","AGO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1974",NA,"Angola"
"Angola","AGO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1975",NA,"Angola"
"Angola","AGO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1976",NA,"Angola"
"Angola","AGO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1977",NA,"Angola"
"Angola","AGO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1978",NA,"Angola"
"Angola","AGO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1979",NA,"Angola"
"Angola","AGO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1980",5930503400.96263,"Angola"
"Angola","AGO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1981",5550483035.96497,"Angola"
"Angola","AGO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1982",5550483035.96497,"Angola"
"Angola","AGO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1983",5784341596.36339,"Angola"
"Angola","AGO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1984",6131475065.17815,"Angola"
"Angola","AGO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1985",7554065410.121,"Angola"
"Angola","AGO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1986",7072536108.69711,"Angola"
"Angola","AGO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1987",8084412414.26566,"Angola"
"Angola","AGO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1988",8769836768.83482,"Angola"
"Angola","AGO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1989",10201780976.6696,"Angola"
"Angola","AGO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1990",11229515599.3048,"Angola"
"Angola","AGO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1991",10603784541.197,"Angola"
"Angola","AGO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1992",8307810973.58848,"Angola"
"Angola","AGO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1993",5768720421.61367,"Angola"
"Angola","AGO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1994",4438321017.39068,"Angola"
"Angola","AGO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1995",5538749259.94714,"Angola"
"Angola","AGO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1996",7526421519.16979,"Angola"
"Angola","AGO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1997",7648380195.59902,"Angola"
"Angola","AGO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1998",6506221615.78722,"Angola"
"Angola","AGO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1999",6152923310.44546,"Angola"
"Angola","AGO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2000",9129594970.15301,"Angola"
"Angola","AGO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2001",8936079117.73136,"Angola"
"Angola","AGO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2002",15285592370.374,"Angola"
"Angola","AGO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2003",17812704586.4397,"Angola"
"Angola","AGO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2004",23552057679.4994,"Angola"
"Angola","AGO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2005",36970900883.8109,"Angola"
"Angola","AGO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2006",52381025141.4268,"Angola"
"Angola","AGO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2007",65266415494.2584,"Angola"
"Angola","AGO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2008",88538665084.8634,"Angola"
"Angola","AGO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2009",70307196181.6539,"Angola"
"Angola","AGO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2010",83799474069.7315,"Angola"
"Angola","AGO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2011",111789747670.59,"Angola"
"Angola","AGO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2012",128052915766.343,"Angola"
"Angola","AGO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2013",132339109040.232,"Angola"
"Angola","AGO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2014",135966802586.713,"Angola"
"Angola","AGO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2015",90496420506.5957,"Angola"
"Angola","AGO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2016",52761617225.9253,"Angola"
"Angola","AGO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2017",73690154990.7312,"Angola"
"Angola","AGO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2018",79450688259.3664,"Angola"
"Angola","AGO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2019",70897962732.0277,"Angola"
"Angola","AGO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2020",48501561203.5686,"Angola"
"Angola","AGO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2021",66505129987.7235,"Angola"
"Angola","AGO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2022",104399746853.401,"Angola"
"Angola","AGO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2023",84875162197.0107,"Angola"
"Angola","AGO","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2024",80396942241.6233,"Angola"
"Albania","ALB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1960",NA,"Albania"
"Albania","ALB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1961",NA,"Albania"
"Albania","ALB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1962",NA,"Albania"
"Albania","ALB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1963",NA,"Albania"
"Albania","ALB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1964",NA,"Albania"
"Albania","ALB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1965",NA,"Albania"
"Albania","ALB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1966",NA,"Albania"
"Albania","ALB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1967",NA,"Albania"
"Albania","ALB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1968",NA,"Albania"
"Albania","ALB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1969",NA,"Albania"
"Albania","ALB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1970",NA,"Albania"
"Albania","ALB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1971",NA,"Albania"
"Albania","ALB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1972",NA,"Albania"
"Albania","ALB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1973",NA,"Albania"
"Albania","ALB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1974",NA,"Albania"
"Albania","ALB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1975",NA,"Albania"
"Albania","ALB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1976",NA,"Albania"
"Albania","ALB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1977",NA,"Albania"
"Albania","ALB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1978",NA,"Albania"
"Albania","ALB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1979",NA,"Albania"
"Albania","ALB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1980",1578102105.26316,"Albania"
"Albania","ALB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1981",1808177156.17716,"Albania"
"Albania","ALB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1982",1861163170.16317,"Albania"
"Albania","ALB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1983",1881412587.41259,"Albania"
"Albania","ALB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1984",1857337995.338,"Albania"
"Albania","ALB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1985",1897050116.55012,"Albania"
"Albania","ALB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1986",2097326250,"Albania"
"Albania","ALB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1987",2080796250,"Albania"
"Albania","ALB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1988",2051236250,"Albania"
"Albania","ALB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1989",2253090000,"Albania"
"Albania","ALB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1990",2028553750,"Albania"
"Albania","ALB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1991",1099559027.77778,"Albania"
"Albania","ALB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1992",652174990.837304,"Albania"
"Albania","ALB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1993",1185315468.46295,"Albania"
"Albania","ALB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1994",1880950864.41311,"Albania"
"Albania","ALB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1995",2905092798.61916,"Albania"
"Albania","ALB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1996",3234486232.04392,"Albania"
"Albania","ALB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1997",2293666029.99318,"Albania"
"Albania","ALB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1998",2600356999.20614,"Albania"
"Albania","ALB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"1999",3283941510.49964,"Albania"
"Albania","ALB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2000",3584570164.85195,"Albania"
"Albania","ALB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2001",4059064033.13379,"Albania"
"Albania","ALB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2002",4515003116.68036,"Albania"
"Albania","ALB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2003",5801712040.48463,"Albania"
"Albania","ALB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2004",7406645793.44038,"Albania"
"Albania","ALB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2005",8256658249.8128,"Albania"
"Albania","ALB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2006",9150528132.17633,"Albania"
"Albania","ALB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2007",11116937869.8568,"Albania"
"Albania","ALB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2008",13258506375.4518,"Albania"
"Albania","ALB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2009",12335540656.1006,"Albania"
"Albania","ALB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2010",12086545641.299,"Albania"
"Albania","ALB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2011",12973755874.5365,"Albania"
"Albania","ALB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2012",12246499747.9714,"Albania"
"Albania","ALB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2013",12796985886.1478,"Albania"
"Albania","ALB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2014",13296322588.1684,"Albania"
"Albania","ALB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2015",11470171826.9575,"Albania"
"Albania","ALB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2016",11988668784.6628,"Albania"
"Albania","ALB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2017",13258268435.6048,"Albania"
"Albania","ALB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2018",15379508329.7568,"Albania"
"Albania","ALB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2019",15585111614.0376,"Albania"
"Albania","ALB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2020",15241455556.3737,"Albania"
"Albania","ALB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2021",18032009220.4405,"Albania"
"Albania","ALB","GDP (current US$)","NY.GDP.MKTP.CD",NA,"2022",19017244116.7203,"Albania"
