country_name,country_code,indicator_name,indicator_code,year,value,indicator_short
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1986,160633055116.323,gdp
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1987,190269043509.153,gdp
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1988,207464333652.835,gdp
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1989,220706095624.172,gdp
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1990,256504902942.114,gdp
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1991,277043404954.608,gdp
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1992,241297872903.172,gdp
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1993,240094759186.747,gdp
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1994,243571144844.344,gdp
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1995,273433173838.293,gdp
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1996,273530987732.975,gdp
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1997,288377676457.787,gdp
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1998,268833469565.376,gdp
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1999,265429291662.216,gdp
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,2000,287201651521.163,gdp
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,2001,260992228316.31,gdp
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,2002,267815037639.861,gdp
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,2003,355716369817.829,gdp
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,2004,442696186423.428,gdp
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,2005,516661066865.396,gdp
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,2006,580240750535.502,gdp
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,2007,665598701333.933,gdp
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,2008,713502106251.46,gdp
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,2009,715485349813.383,gdp
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,2010,849409606774.9,gdp
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,2011,945439030450.479,gdp
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,2012,952998471719.373,gdp
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,2013,962441293816.426,gdp
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,2014,978743758351.278,gdp
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,2015,898308853395.359,gdp
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,2016,828961170566.435,gdp
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,2017,973025126473.894,gdp
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,2018,1012291194268.21,gdp
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,2019,1009746517725.42,gdp
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,2020,933407232177.078,gdp
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,2021,1085604883589.65,gdp
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,2022,1191638638185.25,gdp
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,2023,1176909900789.14,gdp
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,2024,1287676979450.75,gdp
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1960,11905107707.3341,gdp
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1961,12708033250.0511,gdp
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1962,13630920944.3637,gdp
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1963,14469258364.511,gdp
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1964,15803936677.0543,gdp
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1965,16921238011.6515,gdp
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1966,18034328957.9001,gdp
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1967,16493846012.266,gdp
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1968,17022944324.6226,gdp
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1969,19301601790.523,gdp
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1970,26697431082.3629,gdp
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1971,24497038201.0775,gdp
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1972,29489666871.2773,gdp
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1973,36891334761.3687,gdp
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1974,49688193509.1868,gdp
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1975,57280847676.038,gdp
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1976,68386320278.5055,gdp
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1977,71790695365.6203,gdp
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1978,78779099935.3317,gdp
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1979,96682239333.0411,gdp
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1980,120501079995.998,gdp
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1981,216911025160.232,gdp
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1982,195917937082.039,gdp
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1983,151222762742.658,gdp
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1984,131218159345.846,gdp
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1985,137802915726.013,gdp
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1986,109237001606.148,gdp
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1987,112294774135.922,gdp
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1988,111227154872.419,gdp
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1989,103934371472.964,gdp
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1990,123711320144.881,gdp
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1991,129941884295.923,gdp
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1992,124599331018.712,gdp
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1993,129732603621.549,gdp
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1994,134776833881.573,gdp
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1995,207176966730.608,gdp
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1996,262600874773.758,gdp
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1997,275742249999.581,gdp
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1998,296152427996.975,gdp
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1999,139468349993.665,gdp
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2000,142140075688.035,gdp
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2001,150058483260.659,gdp
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2002,179390065281.314,gdp
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2003,207754986323.249,gdp
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2004,258566656910.949,gdp
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2005,317096476047.265,gdp
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2006,402724221239.257,gdp
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2007,471537814858.507,gdp
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2008,575059454850.507,gdp
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2009,515474028936.376,gdp
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2010,606280114370.887,gdp
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2011,691187455140.185,gdp
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2012,748126849686.918,gdp
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2013,844202569830.553,gdp
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2014,903933677159.723,gdp
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2015,778022060796.81,gdp
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2016,700028171710.17,gdp
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2017,694051344215.045,gdp
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2018,777840407639.927,gdp
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2019,833288902800.025,gdp
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2020,797295175501.973,gdp
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2021,858114511231.434,gdp
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2022,893639944629.861,gdp
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2023,814728528754.188,gdp
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2024,670025655309.603,gdp
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1980,1578102105.26316,gdp
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1981,1808177156.17716,gdp
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1982,1861163170.16317,gdp
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1983,1881412587.41259,gdp
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1984,1857337995.338,gdp
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1985,1897050116.55012,gdp
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1986,2097326250,gdp
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1987,2080796250,gdp
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1988,2051236250,gdp
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1989,2253090000,gdp
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1990,2028553750,gdp
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1991,1099559027.77778,gdp
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1992,652174990.837304,gdp
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1993,1185315468.46295,gdp
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1994,1880950864.41311,gdp
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1995,2905092798.61916,gdp
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1996,3234486232.04392,gdp
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1997,2293666029.99318,gdp
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1998,2600356999.20614,gdp
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1999,3283941510.49964,gdp
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2000,3584570164.85195,gdp
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2001,4059064033.13379,gdp
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2002,4515003116.68036,gdp
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2003,5801712040.48463,gdp
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2004,7406645793.44038,gdp
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2005,8256658249.8128,gdp
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2006,9150528132.17633,gdp
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2007,11116937869.8568,gdp
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2008,13258506375.4518,gdp
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2009,12335540656.1006,gdp
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2010,12086545641.299,gdp
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2011,12973755874.5365,gdp
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2012,12246499747.9714,gdp
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2013,12796985886.1478,gdp
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2014,13296322588.1684,gdp
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2015,11470171826.9575,gdp
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2016,11988668784.6628,gdp
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2017,13258268435.6048,gdp
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2018,15379508329.7568,gdp
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2019,15585111614.0376,gdp
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2020,15241455556.3737,gdp
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2021,18032009220.4405,gdp
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2022,19017244116.7203,gdp
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2023,23547180412.3404,gdp
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2024,27177735527.5667,gdp
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1960,2723615451.30098,gdp
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1961,2434747055.94018,gdp
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1962,2001444543.91885,gdp
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1963,2702982017.63803,gdp
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1964,2909316435.2874,gdp
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1965,3136284306.85469,gdp
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1966,3039859187.45164,gdp
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1967,3370870376.29682,gdp
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1968,3852147026.77302,gdp
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1969,4257253264.08834,gdp
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1970,4863526896.57407,gdp
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1971,5077183093.88968,gdp
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1972,6766743956.88889,gdp
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1973,8707858912.12481,gdp
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1974,13209871625.9044,gdp
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1975,15557902754.033,gdp
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1976,17728240932.3158,gdp
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1977,20972113684.9558,gdp
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1978,26364491313.4471,gdp
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1979,33243706859.6596,gdp
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1980,42345829079.2062,gdp
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1981,44348590460.9288,gdp
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1982,45207167470.3497,gdp
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1983,48801369800.3675,gdp
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1984,53698548293.0745,gdp
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1985,57937868670.1937,gdp
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1986,63692007897.3834,gdp
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1987,66745818375.493,gdp
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1988,59089396860.4342,gdp
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1989,55634721572.7343,gdp
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1990,62048507531.3357,gdp
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1991,45715676428.2766,gdp
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1992,48003133346.9957,gdp
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1993,49945584452.6506,gdp
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1994,42543176828.9237,gdp
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1995,41764291671.7711,gdp
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1996,46941554225.3581,gdp
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1997,48177612042.1507,gdp
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1998,48187781984.4881,gdp
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1999,48640671734.9711,gdp
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,2000,54790398570.3282,gdp
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,2001,59413400923.6364,gdp
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,2002,61516103406.1688,gdp
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,2003,73482264190.9245,gdp
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,2004,91913680985.1708,gdp
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,2005,107046618669.707,gdp
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,2006,123084258693.01,gdp
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,2007,142482739809.849,gdp
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,2008,180383848331.135,gdp
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,2009,150317292079.359,gdp
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,2010,177785053939.531,gdp
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,2011,218331946925.304,gdp
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,2012,227143746075.934,gdp
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,2013,229701430292.157,gdp
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,2014,238942664192.59,gdp
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,2015,187493855609.345,gdp
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,2016,180763839522.151,gdp
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,2017,189880896903.073,gdp
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,2018,194554483655.528,gdp
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,2019,193459662090.677,gdp
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,2020,164873415325.201,gdp
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,2021,186231205262.082,gdp
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,2022,225638456572.143,gdp
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,2023,247626161016.414,gdp
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,2024,263619794506.723,gdp
American Samoa,ASM,GDP (current US$),NY.GDP.MKTP.CD,2002,512000000,gdp
American Samoa,ASM,GDP (current US$),NY.GDP.MKTP.CD,2003,524000000,gdp
American Samoa,ASM,GDP (current US$),NY.GDP.MKTP.CD,2004,509000000,gdp
American Samoa,ASM,GDP (current US$),NY.GDP.MKTP.CD,2005,500000000,gdp
American Samoa,ASM,GDP (current US$),NY.GDP.MKTP.CD,2006,493000000,gdp
American Samoa,ASM,GDP (current US$),NY.GDP.MKTP.CD,2007,518000000,gdp
American Samoa,ASM,GDP (current US$),NY.GDP.MKTP.CD,2008,560000000,gdp
American Samoa,ASM,GDP (current US$),NY.GDP.MKTP.CD,2009,675000000,gdp
American Samoa,ASM,GDP (current US$),NY.GDP.MKTP.CD,2010,573000000,gdp
American Samoa,ASM,GDP (current US$),NY.GDP.MKTP.CD,2011,570000000,gdp
American Samoa,ASM,GDP (current US$),NY.GDP.MKTP.CD,2012,640000000,gdp
American Samoa,ASM,GDP (current US$),NY.GDP.MKTP.CD,2013,638000000,gdp
American Samoa,ASM,GDP (current US$),NY.GDP.MKTP.CD,2014,643000000,gdp
American Samoa,ASM,GDP (current US$),NY.GDP.MKTP.CD,2015,673000000,gdp
American Samoa,ASM,GDP (current US$),NY.GDP.MKTP.CD,2016,671000000,gdp
American Samoa,ASM,GDP (current US$),NY.GDP.MKTP.CD,2017,612000000,gdp
American Samoa,ASM,GDP (current US$),NY.GDP.MKTP.CD,2018,639000000,gdp
American Samoa,ASM,GDP (current US$),NY.GDP.MKTP.CD,2019,647000000,gdp
American Samoa,ASM,GDP (current US$),NY.GDP.MKTP.CD,2020,721000000,gdp
American Samoa,ASM,GDP (current US$),NY.GDP.MKTP.CD,2021,750000000,gdp
American Samoa,ASM,GDP (current US$),NY.GDP.MKTP.CD,2022,871000000,gdp
