country_name,country_code,indicator_name,indicator_code,year,value,indicator_short
Albania,ALB,Consumer price index (2010 = 100),FP.CPI.TOTL,1995,40.75429436957,cpi
Albania,ALB,Consumer price index (2010 = 100),FP.CPI.TOTL,1996,45.9404730556661,cpi
Albania,ALB,Consumer price index (2010 = 100),FP.CPI.TOTL,1997,61.1836480648907,cpi
Albania,ALB,Consumer price index (2010 = 100),FP.CPI.TOTL,1998,73.8137021846446,cpi
Albania,ALB,Consumer price index (2010 = 100),FP.CPI.TOTL,1999,74.1011605344394,cpi
Albania,ALB,Consumer price index (2010 = 100),FP.CPI.TOTL,2000,74.1382245539502,cpi
Albania,ALB,Consumer price index (2010 = 100),FP.CPI.TOTL,2001,76.442135324008,cpi
Albania,ALB,Consumer price index (2010 = 100),FP.CPI.TOTL,2002,82.3820911976625,cpi
Albania,ALB,Consumer price index (2010 = 100),FP.CPI.TOTL,2003,82.7808226707298,cpi
Albania,ALB,Consumer price index (2010 = 100),FP.CPI.TOTL,2004,84.6682412961938,cpi
Albania,ALB,Consumer price index (2010 = 100),FP.CPI.TOTL,2005,86.6719846178477,cpi
Albania,ALB,Consumer price index (2010 = 100),FP.CPI.TOTL,2006,88.7267419018594,cpi
Albania,ALB,Consumer price index (2010 = 100),FP.CPI.TOTL,2007,91.3288155181303,cpi
Albania,ALB,Consumer price index (2010 = 100),FP.CPI.TOTL,2008,94.3617275795417,cpi
Albania,ALB,Consumer price index (2010 = 100),FP.CPI.TOTL,2009,96.500834430802,cpi
Albania,ALB,Consumer price index (2010 = 100),FP.CPI.TOTL,2010,100,cpi
Albania,ALB,Consumer price index (2010 = 100),FP.CPI.TOTL,2011,103.429123247222,cpi
Albania,ALB,Consumer price index (2010 = 100),FP.CPI.TOTL,2012,105.530381748189,cpi
Albania,ALB,Consumer price index (2010 = 100),FP.CPI.TOTL,2013,107.575160377427,cpi
Albania,ALB,Consumer price index (2010 = 100),FP.CPI.TOTL,2014,109.324187306059,cpi
Albania,ALB,Consumer price index (2010 = 100),FP.CPI.TOTL,2015,111.397164149808,cpi
Albania,ALB,Consumer price index (2010 = 100),FP.CPI.TOTL,2016,112.817958876089,cpi
Albania,ALB,Consumer price index (2010 = 100),FP.CPI.TOTL,2017,115.059269640307,cpi
Albania,ALB,Consumer price index (2010 = 100),FP.CPI.TOTL,2018,117.392740239274,cpi
Albania,ALB,Consumer price index (2010 = 100),FP.CPI.TOTL,2019,119.049258384382,cpi
Albania,ALB,Consumer price index (2010 = 100),FP.CPI.TOTL,2020,120.978911881374,cpi
Albania,ALB,Consumer price index (2010 = 100),FP.CPI.TOTL,2021,123.448662047404,cpi
Albania,ALB,Consumer price index (2010 = 100),FP.CPI.TOTL,2022,131.750834819418,cpi
Albania,ALB,Consumer price index (2010 = 100),FP.CPI.TOTL,2023,138.021863913783,cpi
Albania,ALB,Consumer price index (2010 = 100),FP.CPI.TOTL,2024,141.078343643036,cpi
Algeria,DZA,Consumer price index (2010 = 100),FP.CPI.TOTL,1969,2.56902453351968,cpi
Algeria,DZA,Consumer price index (2010 = 100),FP.CPI.TOTL,1970,2.73858015270629,cpi
Algeria,DZA,Consumer price index (2010 = 100),FP.CPI.TOTL,1971,2.81051283964484,cpi
Algeria,DZA,Consumer price index (2010 = 100),FP.CPI.TOTL,1972,2.91327382098563,cpi
Algeria,DZA,Consumer price index (2010 = 100),FP.CPI.TOTL,1973,3.093105538332,cpi
Algeria,DZA,Consumer price index (2010 = 100),FP.CPI.TOTL,1974,3.23846950986223,cpi
Algeria,DZA,Consumer price index (2010 = 100),FP.CPI.TOTL,1975,3.50500580522346,cpi
Algeria,DZA,Consumer price index (2010 = 100),FP.CPI.TOTL,1976,3.8355536285299,cpi
Algeria,DZA,Consumer price index (2010 = 100),FP.CPI.TOTL,1977,4.29540902002563,cpi
Algeria,DZA,Consumer price index (2010 = 100),FP.CPI.TOTL,1978,5.04813320836617,cpi
Algeria,DZA,Consumer price index (2010 = 100),FP.CPI.TOTL,1979,5.62102567932608,cpi
Algeria,DZA,Consumer price index (2010 = 100),FP.CPI.TOTL,1980,6.15602503844653,cpi
Algeria,DZA,Consumer price index (2010 = 100),FP.CPI.TOTL,1981,7.05818082046753,cpi
Algeria,DZA,Consumer price index (2010 = 100),FP.CPI.TOTL,1982,7.51996298035485,cpi
Algeria,DZA,Consumer price index (2010 = 100),FP.CPI.TOTL,1983,7.96869149889254,cpi
Algeria,DZA,Consumer price index (2010 = 100),FP.CPI.TOTL,1984,8.61546221276254,cpi
Algeria,DZA,Consumer price index (2010 = 100),FP.CPI.TOTL,1985,9.51855969211015,cpi
Algeria,DZA,Consumer price index (2010 = 100),FP.CPI.TOTL,1986,10.6961586953676,cpi
Algeria,DZA,Consumer price index (2010 = 100),FP.CPI.TOTL,1987,11.4920877715448,cpi
Algeria,DZA,Consumer price index (2010 = 100),FP.CPI.TOTL,1988,12.1714477074316,cpi
Algeria,DZA,Consumer price index (2010 = 100),FP.CPI.TOTL,1989,13.3039231725121,cpi
Algeria,DZA,Consumer price index (2010 = 100),FP.CPI.TOTL,1990,15.51936355384,cpi
Algeria,DZA,Consumer price index (2010 = 100),FP.CPI.TOTL,1991,19.5367660532134,cpi
Algeria,DZA,Consumer price index (2010 = 100),FP.CPI.TOTL,1992,25.7239938107487,cpi
Algeria,DZA,Consumer price index (2010 = 100),FP.CPI.TOTL,1993,31.0077860314867,cpi
Algeria,DZA,Consumer price index (2010 = 100),FP.CPI.TOTL,1994,40.0148210875034,cpi
Algeria,DZA,Consumer price index (2010 = 100),FP.CPI.TOTL,1995,51.9310853466031,cpi
Algeria,DZA,Consumer price index (2010 = 100),FP.CPI.TOTL,1996,61.6313321735073,cpi
Algeria,DZA,Consumer price index (2010 = 100),FP.CPI.TOTL,1997,65.1649786270048,cpi
Algeria,DZA,Consumer price index (2010 = 100),FP.CPI.TOTL,1998,68.3907504003648,cpi
Algeria,DZA,Consumer price index (2010 = 100),FP.CPI.TOTL,1999,70.2000353167834,cpi
Algeria,DZA,Consumer price index (2010 = 100),FP.CPI.TOTL,2000,70.4381279952933,cpi
Algeria,DZA,Consumer price index (2010 = 100),FP.CPI.TOTL,2001,73.4148350773088,cpi
Algeria,DZA,Consumer price index (2010 = 100),FP.CPI.TOTL,2002,74.4560790953083,cpi
Algeria,DZA,Consumer price index (2010 = 100),FP.CPI.TOTL,2003,77.6345748311132,cpi
Algeria,DZA,Consumer price index (2010 = 100),FP.CPI.TOTL,2004,80.7103016516726,cpi
Algeria,DZA,Consumer price index (2010 = 100),FP.CPI.TOTL,2005,81.8260784457658,cpi
Algeria,DZA,Consumer price index (2010 = 100),FP.CPI.TOTL,2006,83.7174875822751,cpi
Algeria,DZA,Consumer price index (2010 = 100),FP.CPI.TOTL,2007,86.7974503902714,cpi
Algeria,DZA,Consumer price index (2010 = 100),FP.CPI.TOTL,2008,91.0145831804057,cpi
Algeria,DZA,Consumer price index (2010 = 100),FP.CPI.TOTL,2009,96.2361447551934,cpi
Algeria,DZA,Consumer price index (2010 = 100),FP.CPI.TOTL,2010,100,cpi
Algeria,DZA,Consumer price index (2010 = 100),FP.CPI.TOTL,2011,104.524211505053,cpi
Algeria,DZA,Consumer price index (2010 = 100),FP.CPI.TOTL,2012,113.81793046074,cpi
Algeria,DZA,Consumer price index (2010 = 100),FP.CPI.TOTL,2013,117.521838067973,cpi
Algeria,DZA,Consumer price index (2010 = 100),FP.CPI.TOTL,2014,120.94986420025,cpi
Algeria,DZA,Consumer price index (2010 = 100),FP.CPI.TOTL,2015,126.736646357875,cpi
Algeria,DZA,Consumer price index (2010 = 100),FP.CPI.TOTL,2016,134.844870195013,cpi
Algeria,DZA,Consumer price index (2010 = 100),FP.CPI.TOTL,2017,142.384203185789,cpi
Algeria,DZA,Consumer price index (2010 = 100),FP.CPI.TOTL,2018,148.463994714821,cpi
Algeria,DZA,Consumer price index (2010 = 100),FP.CPI.TOTL,2019,151.361667767746,cpi
Algeria,DZA,Consumer price index (2010 = 100),FP.CPI.TOTL,2020,155.017250238567,cpi
Algeria,DZA,Consumer price index (2010 = 100),FP.CPI.TOTL,2021,166.218894516626,cpi
Algeria,DZA,Consumer price index (2010 = 100),FP.CPI.TOTL,2022,181.619931977783,cpi
Algeria,DZA,Consumer price index (2010 = 100),FP.CPI.TOTL,2023,198.550857618244,cpi
Algeria,DZA,Consumer price index (2010 = 100),FP.CPI.TOTL,2024,206.584452763708,cpi
Angola,AGO,Consumer price index (2010 = 100),FP.CPI.TOTL,1990,2.22008150730772e-8,cpi
Angola,AGO,Consumer price index (2010 = 100),FP.CPI.TOTL,1991,4.08014979721418e-8,cpi
Angola,AGO,Consumer price index (2010 = 100),FP.CPI.TOTL,1992,1.63005984545567e-7,cpi
Angola,AGO,Consumer price index (2010 = 100),FP.CPI.TOTL,1993,2.41008848315838e-6,cpi
Angola,AGO,Consumer price index (2010 = 100),FP.CPI.TOTL,1994,2.5300928889588e-5,cpi
Angola,AGO,Consumer price index (2010 = 100),FP.CPI.TOTL,1995,6.9993769727151e-4,cpi
Angola,AGO,Consumer price index (2010 = 100),FP.CPI.TOTL,1996,0.0297130970585906,cpi
Angola,AGO,Consumer price index (2010 = 100),FP.CPI.TOTL,1997,0.0948372889505528,cpi
Angola,AGO,Consumer price index (2010 = 100),FP.CPI.TOTL,1998,0.19658330514343,cpi
Angola,AGO,Consumer price index (2010 = 100),FP.CPI.TOTL,1999,0.684495013337208,cpi
Angola,AGO,Consumer price index (2010 = 100),FP.CPI.TOTL,2000,2.90908239295018,cpi
Angola,AGO,Consumer price index (2010 = 100),FP.CPI.TOTL,2001,7.34720823610931,cpi
Angola,AGO,Consumer price index (2010 = 100),FP.CPI.TOTL,2002,15.3481296293837,cpi
Angola,AGO,Consumer price index (2010 = 100),FP.CPI.TOTL,2003,30.4236985252629,cpi
Angola,AGO,Consumer price index (2010 = 100),FP.CPI.TOTL,2004,43.6708178150299,cpi
Angola,AGO,Consumer price index (2010 = 100),FP.CPI.TOTL,2005,53.6948050312199,cpi
Angola,AGO,Consumer price index (2010 = 100),FP.CPI.TOTL,2006,60.8390116952927,cpi
Angola,AGO,Consumer price index (2010 = 100),FP.CPI.TOTL,2007,68.2927016592819,cpi
Angola,AGO,Consumer price index (2010 = 100),FP.CPI.TOTL,2008,76.8127824283574,cpi
Angola,AGO,Consumer price index (2010 = 100),FP.CPI.TOTL,2009,87.3593955494136,cpi
Angola,AGO,Consumer price index (2010 = 100),FP.CPI.TOTL,2010,100,cpi
Angola,AGO,Consumer price index (2010 = 100),FP.CPI.TOTL,2011,113.482467921851,cpi
Angola,AGO,Consumer price index (2010 = 100),FP.CPI.TOTL,2012,125.146088077866,cpi
Angola,AGO,Consumer price index (2010 = 100),FP.CPI.TOTL,2013,136.131179284704,cpi
Angola,AGO,Consumer price index (2010 = 100),FP.CPI.TOTL,2014,146.042056377604,cpi
Angola,AGO,Consumer price index (2010 = 100),FP.CPI.TOTL,2015,159.705710507375,cpi
Angola,AGO,Consumer price index (2010 = 100),FP.CPI.TOTL,2016,208.726444198045,cpi
Angola,AGO,Consumer price index (2010 = 100),FP.CPI.TOTL,2017,271.019765885988,cpi
Angola,AGO,Consumer price index (2010 = 100),FP.CPI.TOTL,2018,324.2180676186,cpi
Angola,AGO,Consumer price index (2010 = 100),FP.CPI.TOTL,2019,379.597607073274,cpi
Angola,AGO,Consumer price index (2010 = 100),FP.CPI.TOTL,2020,464.139837113465,cpi
Angola,AGO,Consumer price index (2010 = 100),FP.CPI.TOTL,2021,583.675779438661,cpi
Angola,AGO,Consumer price index (2010 = 100),FP.CPI.TOTL,2022,708.32143556848,cpi
Angola,AGO,Consumer price index (2010 = 100),FP.CPI.TOTL,2023,804.965533144132,cpi
Angola,AGO,Consumer price index (2010 = 100),FP.CPI.TOTL,2024,1032.29178341066,cpi
Antigua and Barbuda,ATG,Consumer price index (2010 = 100),FP.CPI.TOTL,1998,79.5693807339448,cpi
Antigua and Barbuda,ATG,Consumer price index (2010 = 100),FP.CPI.TOTL,1999,80.4615825688071,cpi
Antigua and Barbuda,ATG,Consumer price index (2010 = 100),FP.CPI.TOTL,2000,81.0825688073393,cpi
Antigua and Barbuda,ATG,Consumer price index (2010 = 100),FP.CPI.TOTL,2001,82.2199923547401,cpi
Antigua and Barbuda,ATG,Consumer price index (2010 = 100),FP.CPI.TOTL,2002,84.1995685889035,cpi
Antigua and Barbuda,ATG,Consumer price index (2010 = 100),FP.CPI.TOTL,2003,85.8781127129751,cpi
Antigua and Barbuda,ATG,Consumer price index (2010 = 100),FP.CPI.TOTL,2004,87.621505024028,cpi
Antigua and Barbuda,ATG,Consumer price index (2010 = 100),FP.CPI.TOTL,2005,89.4604630843163,cpi
Antigua and Barbuda,ATG,Consumer price index (2010 = 100),FP.CPI.TOTL,2006,91.0598241590215,cpi
Antigua and Barbuda,ATG,Consumer price index (2010 = 100),FP.CPI.TOTL,2007,92.3492791612058,cpi
Antigua and Barbuda,ATG,Consumer price index (2010 = 100),FP.CPI.TOTL,2008,97.2750109218,cpi
Antigua and Barbuda,ATG,Consumer price index (2010 = 100),FP.CPI.TOTL,2009,96.7398427260813,cpi
Antigua and Barbuda,ATG,Consumer price index (2010 = 100),FP.CPI.TOTL,2010,100,cpi
Antigua and Barbuda,ATG,Consumer price index (2010 = 100),FP.CPI.TOTL,2011,103.456749672346,cpi
Antigua and Barbuda,ATG,Consumer price index (2010 = 100),FP.CPI.TOTL,2012,106.950360419397,cpi
Antigua and Barbuda,ATG,Consumer price index (2010 = 100),FP.CPI.TOTL,2013,108.083497160332,cpi
Antigua and Barbuda,ATG,Consumer price index (2010 = 100),FP.CPI.TOTL,2014,109.261003713412,cpi
Antigua and Barbuda,ATG,Consumer price index (2010 = 100),FP.CPI.TOTL,2015,110.319735692442,cpi
Antigua and Barbuda,ATG,Consumer price index (2010 = 100),FP.CPI.TOTL,2016,109.779789209262,cpi
Antigua and Barbuda,ATG,Consumer price index (2010 = 100),FP.CPI.TOTL,2017,112.450169287899,cpi
Antigua and Barbuda,ATG,Consumer price index (2010 = 100),FP.CPI.TOTL,2018,113.807620427883,cpi
Antigua and Barbuda,ATG,Consumer price index (2010 = 100),FP.CPI.TOTL,2019,115.436612610656,cpi
Antigua and Barbuda,ATG,Consumer price index (2010 = 100),FP.CPI.TOTL,2020,116.159233923762,cpi
Antigua and Barbuda,ATG,Consumer price index (2010 = 100),FP.CPI.TOTL,2021,118.555594720979,cpi
Antigua and Barbuda,ATG,Consumer price index (2010 = 100),FP.CPI.TOTL,2022,127.484109443389,cpi
Antigua and Barbuda,ATG,Consumer price index (2010 = 100),FP.CPI.TOTL,2023,133.943906030246,cpi
Antigua and Barbuda,ATG,Consumer price index (2010 = 100),FP.CPI.TOTL,2024,142.246910604157,cpi
Armenia,ARM,Consumer price index (2010 = 100),FP.CPI.TOTL,1993,0.462030295706842,cpi
Armenia,ARM,Consumer price index (2010 = 100),FP.CPI.TOTL,1994,16.0498210283141,cpi
Armenia,ARM,Consumer price index (2010 = 100),FP.CPI.TOTL,1995,44.289693873561,cpi
Armenia,ARM,Consumer price index (2010 = 100),FP.CPI.TOTL,1996,52.5635338054846,cpi
Armenia,ARM,Consumer price index (2010 = 100),FP.CPI.TOTL,1997,59.9018047741462,cpi
Armenia,ARM,Consumer price index (2010 = 100),FP.CPI.TOTL,1998,65.0967806009243,cpi
Armenia,ARM,Consumer price index (2010 = 100),FP.CPI.TOTL,1999,65.5187677213725,cpi
Armenia,ARM,Consumer price index (2010 = 100),FP.CPI.TOTL,2000,65.0005904218581,cpi
Armenia,ARM,Consumer price index (2010 = 100),FP.CPI.TOTL,2001,67.0454470164194,cpi
Armenia,ARM,Consumer price index (2010 = 100),FP.CPI.TOTL,2002,67.756161803785,cpi
Armenia,ARM,Consumer price index (2010 = 100),FP.CPI.TOTL,2003,70.9553051421402,cpi
Armenia,ARM,Consumer price index (2010 = 100),FP.CPI.TOTL,2004,75.8946893809888,cpi
Armenia,ARM,Consumer price index (2010 = 100),FP.CPI.TOTL,2005,76.3796018037861,cpi
Armenia,ARM,Consumer price index (2010 = 100),FP.CPI.TOTL,2006,78.5887722763934,cpi
Armenia,ARM,Consumer price index (2010 = 100),FP.CPI.TOTL,2007,82.0524630946995,cpi
Armenia,ARM,Consumer price index (2010 = 100),FP.CPI.TOTL,2008,89.3961202671007,cpi
Armenia,ARM,Consumer price index (2010 = 100),FP.CPI.TOTL,2009,92.4416376368405,cpi
Armenia,ARM,Consumer price index (2010 = 100),FP.CPI.TOTL,2010,100,cpi
Armenia,ARM,Consumer price index (2010 = 100),FP.CPI.TOTL,2011,107.650008078593,cpi
Armenia,ARM,Consumer price index (2010 = 100),FP.CPI.TOTL,2012,110.403716898759,cpi
Armenia,ARM,Consumer price index (2010 = 100),FP.CPI.TOTL,2013,116.795725329982,cpi
Armenia,ARM,Consumer price index (2010 = 100),FP.CPI.TOTL,2014,120.277766438018,cpi
Armenia,ARM,Consumer price index (2010 = 100),FP.CPI.TOTL,2015,124.766161254862,cpi
Armenia,ARM,Consumer price index (2010 = 100),FP.CPI.TOTL,2016,123.014933984404,cpi
Armenia,ARM,Consumer price index (2010 = 100),FP.CPI.TOTL,2017,124.207629297981,cpi
Armenia,ARM,Consumer price index (2010 = 100),FP.CPI.TOTL,2018,127.33795197859,cpi
Armenia,ARM,Consumer price index (2010 = 100),FP.CPI.TOTL,2019,129.176007326748,cpi
Armenia,ARM,Consumer price index (2010 = 100),FP.CPI.TOTL,2020,130.740891696593,cpi
Armenia,ARM,Consumer price index (2010 = 100),FP.CPI.TOTL,2021,140.134410734876,cpi
Armenia,ARM,Consumer price index (2010 = 100),FP.CPI.TOTL,2022,152.243300572606,cpi
Armenia,ARM,Consumer price index (2010 = 100),FP.CPI.TOTL,2023,155.258355482585,cpi
Armenia,ARM,Consumer price index (2010 = 100),FP.CPI.TOTL,2024,155.676795347859,cpi
Aruba,ABW,Consumer price index (2010 = 100),FP.CPI.TOTL,1980,31.9824591381405,cpi
Aruba,ABW,Consumer price index (2010 = 100),FP.CPI.TOTL,1984,39.8575370165269,cpi
Aruba,ABW,Consumer price index (2010 = 100),FP.CPI.TOTL,1985,41.4646957639131,cpi
Aruba,ABW,Consumer price index (2010 = 100),FP.CPI.TOTL,1986,41.9100126677081,cpi
Aruba,ABW,Consumer price index (2010 = 100),FP.CPI.TOTL,1987,43.4368134807205,cpi
Aruba,ABW,Consumer price index (2010 = 100),FP.CPI.TOTL,1988,44.792853676488,cpi
Aruba,ABW,Consumer price index (2010 = 100),FP.CPI.TOTL,1989,46.5808177864629,cpi
Aruba,ABW,Consumer price index (2010 = 100),FP.CPI.TOTL,1990,49.2995946727919,cpi
Aruba,ABW,Consumer price index (2010 = 100),FP.CPI.TOTL,1991,52.0384610435027,cpi
Aruba,ABW,Consumer price index (2010 = 100),FP.CPI.TOTL,1992,54.0541059764705,cpi
Aruba,ABW,Consumer price index (2010 = 100),FP.CPI.TOTL,1993,56.8733302847083,cpi
Aruba,ABW,Consumer price index (2010 = 100),FP.CPI.TOTL,1994,60.4626514942459,cpi
Aruba,ABW,Consumer price index (2010 = 100),FP.CPI.TOTL,1995,62.4950376641989,cpi
Aruba,ABW,Consumer price index (2010 = 100),FP.CPI.TOTL,1996,64.5106825971666,cpi
Aruba,ABW,Consumer price index (2010 = 100),FP.CPI.TOTL,1997,66.4459695926078,cpi
Aruba,ABW,Consumer price index (2010 = 100),FP.CPI.TOTL,1998,67.6881693768789,cpi
Aruba,ABW,Consumer price index (2010 = 100),FP.CPI.TOTL,1999,69.2317114268756,cpi
Aruba,ABW,Consumer price index (2010 = 100),FP.CPI.TOTL,2000,72.0314565915752,cpi
Aruba,ABW,Consumer price index (2010 = 100),FP.CPI.TOTL,2001,74.1085587734806,cpi
Aruba,ABW,Consumer price index (2010 = 100),FP.CPI.TOTL,2002,76.5654403862613,cpi
Aruba,ABW,Consumer price index (2010 = 100),FP.CPI.TOTL,2003,79.3649524114212,cpi
Aruba,ABW,Consumer price index (2010 = 100),FP.CPI.TOTL,2004,81.3721948111763,cpi
Aruba,ABW,Consumer price index (2010 = 100),FP.CPI.TOTL,2005,84.1370484876733,cpi
Aruba,ABW,Consumer price index (2010 = 100),FP.CPI.TOTL,2006,87.1727337163218,cpi
Aruba,ABW,Consumer price index (2010 = 100),FP.CPI.TOTL,2007,91.8735825241023,cpi
Aruba,ABW,Consumer price index (2010 = 100),FP.CPI.TOTL,2008,100.101768678965,cpi
Aruba,ABW,Consumer price index (2010 = 100),FP.CPI.TOTL,2009,97.9641667608969,cpi
Aruba,ABW,Consumer price index (2010 = 100),FP.CPI.TOTL,2010,100,cpi
Aruba,ABW,Consumer price index (2010 = 100),FP.CPI.TOTL,2011,104.316297421952,cpi
Aruba,ABW,Consumer price index (2010 = 100),FP.CPI.TOTL,2012,104.970852972298,cpi
Aruba,ABW,Consumer price index (2010 = 100),FP.CPI.TOTL,2013,102.480875854163,cpi
Aruba,ABW,Consumer price index (2010 = 100),FP.CPI.TOTL,2014,102.91277219904,cpi
Aruba,ABW,Consumer price index (2010 = 100),FP.CPI.TOTL,2015,103.401364578457,cpi
Aruba,ABW,Consumer price index (2010 = 100),FP.CPI.TOTL,2016,102.438495220917,cpi
Aruba,ABW,Consumer price index (2010 = 100),FP.CPI.TOTL,2017,101.385138831048,cpi
Aruba,ABW,Consumer price index (2010 = 100),FP.CPI.TOTL,2018,105.061405952227,cpi
Aruba,ABW,Consumer price index (2010 = 100),FP.CPI.TOTL,2019,109.534355432857,cpi
Australia,AUS,Consumer price index (2010 = 100),FP.CPI.TOTL,1960,7.96045785639958,cpi
Australia,AUS,Consumer price index (2010 = 100),FP.CPI.TOTL,1961,8.14255983350676,cpi
Australia,AUS,Consumer price index (2010 = 100),FP.CPI.TOTL,1962,8.11654526534859,cpi
Australia,AUS,Consumer price index (2010 = 100),FP.CPI.TOTL,1963,8.16857440166493,cpi
Australia,AUS,Consumer price index (2010 = 100),FP.CPI.TOTL,1964,8.40270551508845,cpi
Australia,AUS,Consumer price index (2010 = 100),FP.CPI.TOTL,1965,8.6888657648283,cpi
Australia,AUS,Consumer price index (2010 = 100),FP.CPI.TOTL,1966,8.97502601456816,cpi
Australia,AUS,Consumer price index (2010 = 100),FP.CPI.TOTL,1967,9.28720083246618,cpi
Australia,AUS,Consumer price index (2010 = 100),FP.CPI.TOTL,1968,9.5213319458897,cpi
Australia,AUS,Consumer price index (2010 = 100),FP.CPI.TOTL,1969,9.83350676378772,cpi
Australia,AUS,Consumer price index (2010 = 100),FP.CPI.TOTL,1970,10.1716961498439,cpi
Australia,AUS,Consumer price index (2010 = 100),FP.CPI.TOTL,1971,10.79604578564,cpi
Australia,AUS,Consumer price index (2010 = 100),FP.CPI.TOTL,1972,11.4464099895942,cpi
Australia,AUS,Consumer price index (2010 = 100),FP.CPI.TOTL,1973,12.4869927159209,cpi
Australia,AUS,Consumer price index (2010 = 100),FP.CPI.TOTL,1974,14.4120707596254,cpi
Australia,AUS,Consumer price index (2010 = 100),FP.CPI.TOTL,1975,16.5972944849116,cpi
Australia,AUS,Consumer price index (2010 = 100),FP.CPI.TOTL,1976,18.8085327783559,cpi
Australia,AUS,Consumer price index (2010 = 100),FP.CPI.TOTL,1977,21.1238293444329,cpi
Australia,AUS,Consumer price index (2010 = 100),FP.CPI.TOTL,1978,22.8147762747138,cpi
Australia,AUS,Consumer price index (2010 = 100),FP.CPI.TOTL,1979,24.8959417273673,cpi
Australia,AUS,Consumer price index (2010 = 100),FP.CPI.TOTL,1980,27.4193548387097,cpi
Australia,AUS,Consumer price index (2010 = 100),FP.CPI.TOTL,1981,30.0208116545265,cpi
Australia,AUS,Consumer price index (2010 = 100),FP.CPI.TOTL,1982,33.4287200832466,cpi
Australia,AUS,Consumer price index (2010 = 100),FP.CPI.TOTL,1983,36.7845993756504,cpi
Australia,AUS,Consumer price index (2010 = 100),FP.CPI.TOTL,1984,38.2414151925078,cpi
Australia,AUS,Consumer price index (2010 = 100),FP.CPI.TOTL,1985,40.8168574401665,cpi
Australia,AUS,Consumer price index (2010 = 100),FP.CPI.TOTL,1986,44.5109261186264,cpi
Australia,AUS,Consumer price index (2010 = 100),FP.CPI.TOTL,1987,48.309053069719,cpi
Australia,AUS,Consumer price index (2010 = 100),FP.CPI.TOTL,1988,51.7950052029136,cpi
Australia,AUS,Consumer price index (2010 = 100),FP.CPI.TOTL,1989,55.6971904266389,cpi
Australia,AUS,Consumer price index (2010 = 100),FP.CPI.TOTL,1990,59.7814776274714,cpi
Australia,AUS,Consumer price index (2010 = 100),FP.CPI.TOTL,1991,61.6805411030177,cpi
Australia,AUS,Consumer price index (2010 = 100),FP.CPI.TOTL,1992,62.3048907388137,cpi
Australia,AUS,Consumer price index (2010 = 100),FP.CPI.TOTL,1993,63.3975026014568,cpi
Australia,AUS,Consumer price index (2010 = 100),FP.CPI.TOTL,1994,64.6462018730489,cpi
Australia,AUS,Consumer price index (2010 = 100),FP.CPI.TOTL,1995,67.6378772112383,cpi
Australia,AUS,Consumer price index (2010 = 100),FP.CPI.TOTL,1996,69.4068678459938,cpi
